time,lat,lon,altM
1490142745,-28.631408,153.529164,3291
1490142745,-28.631357,153.529179,3292
1490142746,-28.631306,153.529193,3292
1490142746,-28.631255,153.529207,3293
1490142746,-28.631204,153.529221,3293
1490142746,-28.631153,153.529236,3293
1490142746,-28.631153,153.529236,3293
1490142746,-28.631102,153.529251,3294
1490142746,-28.631001,153.529283,3294
1490142746,-28.630951,153.529299,3294
1490142746,-28.630901,153.529315,3294
1490142746,-28.630901,153.529315,3294
1490142746,-28.63085,153.529331,3295
1490142747,-28.6308,153.529347,3295
1490142747,-28.63075,153.529364,3295
1490142747,-28.630699,153.529381,3295
1490142747,-28.630648,153.529397,3296
1490142747,-28.630648,153.529397,3296
1490142747,-28.630497,153.529449,3296
1490142747,-28.630497,153.529449,3296
1490142747,-28.630447,153.529466,3296
1490142747,-28.630396,153.529484,3297
1490142747,-28.630345,153.529503,3297
1490142748,-28.630295,153.529521,3298
1490142748,-28.630194,153.529557,3298
1490142748,-28.630194,153.529557,3298
1490142748,-28.630094,153.529594,3298
1490142748,-28.630094,153.529594,3299
1490142748,-28.630045,153.529614,3299
1490142748,-28.629995,153.529635,3300
1490142748,-28.629945,153.529654,3300
1490142748,-28.629895,153.529674,3300
1490142748,-28.629845,153.529693,3300
1490142749,-28.629795,153.529713,3300
1490142749,-28.629745,153.529733,3300
1490142749,-28.629695,153.529754,3301
1490142749,-28.629646,153.529775,3302
1490142749,-28.629597,153.529796,3302
1490142749,-28.629597,153.529796,3302
1490142749,-28.629498,153.529838,3302
1490142749,-28.629448,153.529858,3302
1490142749,-28.629399,153.52988,3303
1490142749,-28.629399,153.52988,3303
1490142749,-28.629349,153.529902,3303
1490142750,-28.6293,153.529923,3304
1490142750,-28.629251,153.529946,3304
1490142750,-28.629202,153.529968,3304
1490142750,-28.629152,153.529991,3305
1490142750,-28.629103,153.530013,3305
1490142750,-28.629054,153.530036,3305
1490142750,-28.629005,153.530059,3306
1490142750,-28.628956,153.530082,3306
1490142750,-28.628907,153.530105,3306
1490142750,-28.628859,153.530128,3306
1490142751,-28.62881,153.530151,3306
1490142751,-28.628761,153.530174,3307
1490142751,-28.628713,153.530198,3306
1490142751,-28.628664,153.530223,3306
1490142751,-28.628616,153.530248,3306
1490142751,-28.628568,153.530272,3307
1490142751,-28.628519,153.530298,3307
1490142751,-28.62847,153.530323,3308
1490142751,-28.628423,153.530349,3308
1490142751,-28.628423,153.530349,3308
1490142752,-28.628326,153.5304,3309
1490142752,-28.628279,153.530427,3309
1490142752,-28.62823,153.530453,3309
1490142752,-28.628182,153.530478,3309
1490142752,-28.628134,153.530504,3310
1490142752,-28.628134,153.530504,3310
1490142752,-28.627988,153.530578,3310
1490142752,-28.627988,153.530578,3311
1490142752,-28.627939,153.530603,3311
